catchment_id,downstream_id,basin_id,longitude,latitude,upstream_area_km2,is_river_mouth,flow_status_row,flow_status_col,point_flow_status,nearest_water_distance_km,match_class
5377100,5378901,53208,118.79374694824219,39.90041732788086,38357.303296,0,2436,5914,0,1.091432227399555,near water
5332207,5330407,53208,116.2004165649414,29.227916717529297,142892.843008,0,3729,5600,1,0.5472851007835997,on intermittent
4957756,4959556,53208,95.51374816894531,34.346248626708984,113190.838272,0,3109,3092,1,0.07088470761566014,on intermittent
5038763,5040563,53208,99.99708557128906,33.655418395996094,48373.26848,0,3193,3636,1,0.4237391206258649,on intermittent
5045990,5044190,53208,100.3004150390625,30.93541717529297,36675.592192,0,3522,3672,2,0.49130854114518224,on perennial
5078404,5078405,53208,102.17708587646484,29.493749618530273,60646.473728,0,3697,3900,2,0.2871152802652522,on perennial
5148585,5148586,53208,106.03874969482422,31.40041732788086,70012.715008,0,3466,4368,2,0.16845720513631718,on perennial
5211554,5213354,53208,109.62875366210938,34.52958297729492,103249.38752,0,3087,4803,1,0.1625005075971898,on intermittent
5193613,5191813,53208,108.47125244140625,28.631250381469727,55054.139392,0,3802,4663,0,0.7536211272244092,near water
5233171,5233172,53208,110.805419921875,32.81291580200195,74095.640576,0,3295,4946,2,0.31216717519843995,on perennial
5227815,5227814,53208,110.45625305175781,28.522083282470703,79658.06592,0,3815,4903,2,0.232381159433007,on perennial
5271016,5271015,53208,112.81458282470703,28.40708351135254,91521.056768,0,3829,5189,2,0.1286652773468533,on perennial
5359109,5359109,53208,117.72708129882812,39.091251373291016,83399.72096,1,2534,5785,2,0.3004984214768076,on perennial
5375367,5377167,53208,118.71624755859375,33.286251068115234,149866.856448,0,3238,5904,2,0.5767239796002239,on perennial
5378901,5377102,53208,118.81458282470703,39.79375076293945,44718.993408,0,2449,5916,2,0.3783548507023762,on perennial
5330407,5328607,53208,116.09874725341797,29.237916946411133,142950.170624,0,3728,5587,2,0.2835580319919622,on perennial
4959556,4959557,53208,95.56625366210938,34.28291702270508,114159.968256,0,3117,3098,2,0.41965004239243064,on perennial
5040563,5042364,53208,100.09625244140625,33.58958435058594,48516.583424,0,3201,3648,2,0.41969166439440847,on perennial
5044190,5044191,53208,100.2562484741211,30.897083282470703,36754.735104,0,3527,3667,2,0.13035001846510513,on perennial
5078405,5080205,53208,102.23041534423828,29.437915802001953,62191.951872,0,3704,3906,2,0.17343372060744686,on perennial
5148586,5150386,53208,106.0995864868164,31.35041618347168,70259.490816,0,3472,4375,2,0.22962315441195538,on perennial
5213354,5215154,53208,109.6995849609375,34.575416564941406,105902.40768,0,3081,4812,1,0.40663057167551087,on intermittent
5191813,5190013,53208,108.36624908447266,28.668750762939453,55208.300544,0,3797,4650,1,0.21160839448680432,on intermittent
5233172,5234971,53208,110.83875274658203,32.813751220703125,74182.926336,0,3295,4950,1,0.32364912286492814,on intermittent
5227814,5229613,53208,110.5304183959961,28.611249923706055,80284.672,0,3804,4912,2,0.28770051662974466,on perennial
5271015,5269215,53208,112.7995834350586,28.45458221435547,94189.543424,0,3823,5187,2,0.31549675254779336,on perennial
5377167,5377168,53208,118.7195816040039,33.194583892822266,160395.50976,0,3249,5905,2,0.33719548367653435,on perennial
5377102,5378903,53208,118.76958465576172,39.700416564941406,44925.853696,0,2460,5911,1,0.056705695578655325,on intermittent
5328607,5328606,53208,116.08041381835938,29.307083129882812,143224.766464,0,3720,5585,2,0.1343908195597756,on perennial
4959557,4961357,53208,95.64875030517578,34.21125030517578,114270.896128,0,3125,3108,1,0.5019361811566223,on intermittent
5042364,5042363,53208,100.1812515258789,33.59958267211914,48896.897024,0,3200,3658,0,0.7586896088815356,near water
5044191,5042391,53208,100.19125366210938,30.881250381469727,36832.002048,0,3529,3659,2,0.05514545270175309,on perennial
5080205,5080206,53208,102.24124908447266,29.37708282470703,62364.811264,0,3711,3908,0,0.5422724664389867,near water
5150386,5152186,53208,106.18708038330078,31.33041763305664,70367.043584,0,3475,4386,2,0.39442558907710423,on perennial
5215154,5216954,53208,109.80291748046875,34.6037483215332,106277.527552,0,3078,4824,1,0.1690568028645552,on intermittent
5190013,5190012,53208,108.35041809082031,28.742916107177734,55778.639872,0,3788,4648,2,0.2196855042962884,on perennial
5234971,5236771,53208,110.9254150390625,32.81458282470703,74656.366592,0,3295,4960,2,0.2987071952603785,on perennial
5229613,5231413,53208,110.60375213623047,28.65625,81004.658688,0,3799,4921,2,0.2718262980796824,on perennial
5269215,5269214,53208,112.76041412353516,28.499584197998047,94443.511808,0,3818,5183,2,0.41800192578749146,on perennial
5377168,5377169,53208,118.70625305175781,33.10041809082031,161120.370688,0,3260,5903,2,0.22726607719155703,on perennial
5378903,5378904,53208,118.867919921875,39.58708190917969,44979.707904,0,2474,5923,1,0.2066943855498026,on intermittent
5328606,5328605,53208,116.04125213623047,29.39958381652832,160805.43744,0,3709,5580,2,0.3882131937966933,on perennial
4961357,4961358,53208,95.69291687011719,34.18375015258789,115153.502208,0,3129,3114,2,0.2837760077584064,on perennial
5042363,5044163,53208,100.24458312988281,33.6370849609375,49050.595328,0,3195,3666,0,0.3896009525852851,near water
5042391,5042392,53208,100.1554183959961,30.799583435058594,38244.102144,0,3539,3655,2,0.24011050661577676,on perennial
5080206,5080207,53208,102.28291320800781,29.300416946411133,62577.565696,0,3721,3913,2,0.4572407699576267,on perennial
5152186,5152187,53208,106.27041625976562,31.300416946411133,70632.882176,0,3478,4396,2,0.22790113133517495,on perennial
5216954,5216953,53208,109.83875274658203,34.61125183105469,106479.8208,0,3077,4828,1,0.3392368824475911,on intermittent
